"temp_room_id","spot_id","room_code","room_title","room_size_pyeong","room_size_square_meter","room_count","base_count","max_count","offseason_weekday_min_fee","offseason_weekend_min_fee","peak_season_weekday_min_fee","peak_season_weekend_min_fee","room_intro","has_bath_facility","has_bath","has_home_theater","has_air_condition","has_tv","has_pc","has_cable","has_internet","has_refrigerator","has_toiletries","has_sofa","has_cook","has_table","has_hairdryer"
3,3468318,,해든,"0","26","1","2","4","140000","140000","200000","200000",※ 위 정보는 2025년 09월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,,,,Y,Y,,Y,Y,Y,Y,,,Y,Y
1,138363,"12347",스탠다드 A,"17","58.85","40","4","5","211000","211000","211000","211000","※ 위 정보는 2024년 05월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,,,Y,,Y,Y,,Y
2,138363,"12350",로얄 스위트,"35","117.71","8","7","9","436000","436000","436000","436000","※ 위 정보는 2024년 05월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,,,Y,,Y,Y,Y,Y
3,138363,"12348",스탠다드 B,"19","63.85","34","4","5","236000","236000","236000","236000","※ 위 정보는 2024년 05월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,,,Y,,Y,Y,Y,Y
4,138363,"12349",골드 스위트,"28","93","38","5","7","348000","348000","348000","348000","※ 위 정보는 20234년 05월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",,,,Y,Y,,,,Y,,Y,Y,Y,Y
1,142894,,슈페리어 쿼드,"9","29.75","0","2","0","0","0","0","0",※ 객실 가격 전화문의 요망,Y,,,Y,Y,,Y,Y,Y,,,,,
8,142894,,슈페리어 더블,"8","27.76","0","2","0","0","0","0","0",※ 객실 가격 전화문의 요망,Y,,,Y,Y,,Y,Y,Y,,,,,
9,142894,,디럭스 더블 트윈,"9","29.75","0","2","0","0","0","0","0",※ 객실 가격 전화문의 요망,Y,,,Y,Y,,Y,Y,Y,,,,,
10,142894,,프레지던트 박 스위트,"81","268","0","2","0","0","0","0","0",※ 객실 가격 전화문의 요망,Y,,,Y,Y,,Y,Y,Y,,,,,
11,142894,,슈페리어 패밀리 트윈,"9","29.75","0","2","0","0","0","0","0",※ 객실 가격 전화문의 요망,Y,,,Y,Y,,Y,Y,Y,,,,,
12,142894,,디럭스 더블 / 디럭스 패밀리 트윈,"9","29.75","0","2","0","0","0","0","0",※ 객실 가격 전화문의 요망,Y,,,Y,Y,,Y,Y,Y,,,,,
1,2531372,,백결 / 낙안 / 비형,"7","24","0","2","4","140000","170000","170000","170000",※ 위 정보는 2026년 02월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,,,,Y,Y,,,Y,Y,Y,,,,Y
2,2531372,,계림 / 옥적 / 금오,"6","19.8","0","2","2","110000","140000","140000","140000",※ 위 정보는 2026년 02월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,,,,Y,,,,Y,Y,Y,,,,Y
3,2531372,,도솔 / 선화,"7","23.1","0","2","4","130000","160000","160000","160000",※ 위 정보는 2026년 02월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,,,,Y,Y,,,Y,Y,Y,,,,Y
4,2531372,,천마,"15","49.6","0","3","6","210000","260000","260000","260000",※ 위 정보는 2026년 02월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,,,,Y,Y,,,Y,Y,Y,,,,Y
1,142892,,주니어 스위트,"51","115","0","2","4","0","0","0","0",※ 객실 가격 전화문의 요망,Y,,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y
2,142892,,프리미엄 트윈 메이플 스위트,"62","204","0","2","4","0","0","0","0",※ 객실 가격 전화문의 요망,Y,Y,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y
3,142892,,킹 이그제큐티브 스위트,"0","0","1","2","4","0","0","0","0",※ 객실 가격 전화문의 요망,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,,Y,Y
4,142892,,디럭스 패밀리,"35","115","0","2","3","0","0","0","0",※ 객실 가격 전화문의 요망,Y,,,Y,Y,,Y,Y,Y,Y,,,Y,Y
5,142892,,레지덴셜 스위트,"62","204","0","2","4","0","0","0","0",※ 객실 가격 전화문의 요망,Y,Y,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y
6,142892,,주니어 온돌 스위트,"47","155","0","2","4","0","0","0","0",※ 객실 가격 전화문의 요망,Y,Y,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y
7,142892,,트윈 이그제큐티브 스위트,"0","0","1","2","4","0","0","0","0",※ 객실 가격 전화문의 요망,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,,Y,Y
8,142892,,디럭스룸(더블/트윈),"35","115","0","2","2","0","0","0","0",※ 객실 가격 전화문의 요망,Y,,,Y,Y,,Y,Y,Y,Y,,,Y,Y
9,142892,,패밀리 스위트,"62","204","0","2","4","0","0","0","0",※ 객실 가격 전화문의 요망,Y,Y,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y
10,142892,,트리플 패밀리,"35","115","0","2","3","0","0","0","0",※ 객실 가격 전화문의 요망,Y,,,Y,Y,,Y,Y,Y,Y,,,Y,Y
11,142892,,로얄 이그제큐티브 스위트,"0","0","1","2","4","0","0","0","0",※ 객실 가격 전화문의 요망,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,,Y,Y
12,142892,,킹 이그제큐티브 프리미엄 스위트,"0","0","1","2","4","0","0","0","0",※ 객실 가격 전화문의 요망,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,,Y,Y
13,142892,,온돌,"35","115","0","2","3","0","0","0","0",※ 객실 가격 전화문의 요망,Y,,,Y,Y,,Y,Y,Y,Y,,,Y,Y
14,142892,,더블 패밀리,"35","115","0","2","4","0","0","0","0",※ 객실 가격 전화문의 요망,Y,,,Y,Y,,Y,Y,Y,Y,,,Y,Y
15,142892,,에스페로 이그제큐티브 스위트,"138","455","1","2","4","0","0","0","0",※ 객실 가격 전화문의 요망,Y,Y,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y
1,143006,,온돌트윈,"0","29","49","2","3","0","0","0","0",※ 객실요금은 홈페이지 참조 또는 전화 문의 요망,Y,,,Y,Y,,Y,Y,Y,,Y,,Y,
2,143006,,프리미어스위트,"0","62","15","2","4","0","0","0","0",※ 객실요금은 홈페이지 참조 또는 전화 문의 요망,Y,Y,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y
3,143006,,디럭스트윈,"0","31","91","2","3","0","0","0","0",※ 객실요금은 홈페이지 참조 또는 전화 문의 요망,Y,Y,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y
4,143006,,키즈룸,"0","62","3","3","4","0","0","0","0",※ 객실요금은 홈페이지 참조 또는 전화 문의 요망,Y,Y,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y
5,143006,,펫객실,"0","29","10","3","3","0","0","0","0",※ 객실요금은 홈페이지 참조 또는 전화 문의 요망,Y,Y,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y
6,143006,,온돌트윈패밀리,"0","29","4","2","4","0","0","0","0",※ 객실요금은 홈페이지 참조 또는 전화 문의 요망,Y,Y,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y
1,136641,,그랜드 스위트,"0","204","2","8","9","539900","659900","579900","739900",※ 위 정보는 2025년 01월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,Y,,Y,Y,,Y,Y,Y,,Y,,Y,Y
2,136641,,켄싱턴 주니어 스위트,"0","102","31","6","8","209900","359900","289900","379900",※ 위 정보는 2025년 01월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,Y,Y,,,Y,,Y,Y
3,136641,,켄싱턴 디럭스 플러스,"0","69","60","4","4","179900","259900","209900","279900",※ 위 정보는 2025년 01월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,,,,Y,Y,,Y,Y,Y,,Y,,Y,Y
4,136641,,켄싱턴 디럭스,"0","69","29","4","4","169900","239900","199900","269900",※ 위 정보는 2025년 01월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,,,,Y,Y,,Y,,Y,,Y,,Y,Y
5,136641,,켄싱턴 스튜디오 플러스,"0","102","29","3","3","169900","0","199900","0",※ 위 정보는 2025년 01월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,Y,Y,,,Y,,Y,Y
6,136641,,켄싱턴 스튜디오,"0","102","16","2","2","159900","229900","189900","239900",※ 위 정보는 2025년 01월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,Y,Y,Y,,Y,,Y,Y
7,136641,,주니어 스위트 키즈 코코몽,"0","102","20","6","9","189900","309900","269900","339900",※ 위 정보는 2025년 01월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,Y,Y,Y,,Y,,Y,Y
1,142893,,자미원,"0","446","1","4","4","30000000","30000000","30000000","30000000",※ 위 정보는 2025년 11월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,,Y,Y
2,142893,,임페리얼 스위트 3,"0","79","1","6","8","3630000","3630000","3630000","3630000",※ 위 정보는 2025년 11월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,Y,,Y,Y,,,Y,Y,Y,Y,,Y,Y
3,142893,,임페리얼  스위트 2,"0","106","1","4","4","3025000","3025000","3025000","3025000",※ 위 정보는 2025년 11월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,Y,,Y,Y,,,Y,Y,Y,Y,,Y,Y
4,142893,,리틀챔피언 A,"0","26","1","4","4","798600","798600","798600","798600",※ 위 정보는 2025년 11월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,,Y,Y,Y,,,,Y
5,142893,,이그제큐티브 슈퍼트윈,"0","26","10","2","4","834900","834900","834900","834900",※ 위 정보는 2025년 11월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,,Y,Y,Y,,,,Y
6,142893,,이그제큐티브 더블,"0","26","5","2","2","798600","798600","798600","798600",※ 위 정보는 2025년 11월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,,Y,Y,,,,,Y
7,142893,,이그제큐티브 스위트,"0","50","9","2","4","907500","907500","907500","907500",※ 위 정보는 2025년 11월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,Y,,Y,Y,,,Y,Y,Y,Y,,Y,Y
1,2017064,,디럭스 더블룸,"0","0","0","2","2","96000","165000","133000","185000",※ 위 정보는 2025년 12월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,Y,Y,Y,Y,Y,,,Y
2,2017064,,더블룸(A),"0","0","0","2","2","73000","139000","93000","159000",※ 위 정보는 2025년 12월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,Y,Y,Y,Y,,,Y,Y
3,2017064,,패밀리 트윈룸,"0","0","0","3","4","123000","189000","143000","199000",※ 위 정보는 2025년 12월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,Y,Y,Y,Y,,,Y,Y
4,2017064,,더블룸(B),"0","0","0","2","2","83000","149000","103000","169000",※ 위 정보는 2025년 12월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,Y,Y,Y,Y,,,Y,Y
5,2017064,,트윈룸,"0","0","0","2","2","83000","149000","103000","168998",※ 위 정보는 2025년 12월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,Y,Y,Y,Y,,,Y,Y
6,2017064,,온돌룸,"0","0","0","2","3","73000","139000","93000","159000",※ 위 정보는 2025년 12월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,Y,Y,Y,Y,,,Y,Y
1,1873982,,프리미엄 디럭스베드,"0","0","0","3","4","0","0","0","0",※ 위 정보는 2025년 11월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 전화 문의 요망,,Y,,Y,Y,,Y,Y,Y,Y,,,,Y
2,1873982,,프리미엄 트윈베드,"0","0","0","2","3","0","0","0","0",※ 위 정보는 2025년 11월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 전화 문의 요망,,Y,,Y,Y,,Y,Y,Y,Y,,,Y,Y
3,1873982,,프리미엄 키즈 스위트,"0","0","0","4","5","0","0","0","0",※ 위 정보는 2025년 11월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 전화 문의 요망,,,,Y,Y,,Y,Y,Y,Y,,,Y,Y
4,1873982,,프리미엄 코너 스위트6인,"0","0","0","6","8","0","0","0","0",※ 위 정보는 2025년 11월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 전화 문의 요망,,Y,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y
5,1873982,,프리미엄 키즈 디럭스,"0","0","0","3","4","0","0","0","0",※ 위 정보는 2025년 11월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 전화 문의 요망,,,,Y,Y,,Y,Y,Y,Y,,,Y,Y
6,1873982,,프리미엄 코너 스위트4인,"0","0","0","4","5","0","0","0","0",※ 위 정보는 2025년 11월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 전화 문의 요망,,,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y
7,1873982,,프리미엄 더블베드,"0","0","0","2","3","0","0","0","0",※ 위 정보는 2025년 11월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 전화 문의 요망,,Y,,Y,Y,,Y,Y,Y,Y,,,Y,Y
4,2531281,,소나무,"10","33","0","2","4","120000","170000","170000","200000","※ 위 정보는 2024년 10월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,,,,,Y,Y,,Y,Y,Y
5,2531281,,다완,"10","33","0","2","4","120000","170000","170000","200000","※ 위 정보는 2024년 10월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,,,,,Y,Y,,Y,Y,Y
1,3102067,,독채,"25","82.7","1","2","4","320000","380000","420000","480000","아늑한 인테리어, 취사가 가능한 미니 키친 시설, 특급 서비스가 겸비된 슈페리어 객실은 실속형 여행객은 물론 장기 투숙객에게 안성맞춤인 객실입니다.",Y,,,Y,Y,,Y,Y,Y,Y,,,Y,Y
1,3106623,,남산 : 황룡 : 오릉,"0","0","1","2","3","120000","0","0","0",,Y,,,Y,Y,,Y,Y,Y,Y,,,,Y
2,3106623,,알천,"0","0","1","2","3","120000","0","0","0",,Y,,,Y,Y,,Y,Y,Y,Y,,,Y,Y
3,3106623,,포석정,"0","0","1","2","4","149000","179000","0","0",,Y,,,Y,Y,,Y,Y,Y,Y,,,,Y
4,3106623,,계림,"0","0","1","2","2","130000","155000","0","0",,Y,,,Y,Y,,Y,Y,Y,Y,,,,Y
5,3106623,,반월성,"0","0","1","2","3","149000","179000","0","0",,Y,,,Y,Y,,Y,Y,Y,Y,,,,Y
1,3049878,,트윈베드,"0","0","0","0","0","0","0","0","0",,Y,Y,,Y,Y,Y,,,,,Y,,Y,
